罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2022-11-06,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,北軽井沢,2022-09-05,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2022-05-01,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,宮ケ谷,2022-08-06,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,高島２丁目,2022-08-02,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2022-09-04,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,金港町,2022-10-15,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,幸ケ谷,2022-04-30,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2022-09-05,18,その他,その他,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2022-07-17,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,2022-03-06,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,2022-03-23,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,2022-06-07,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,新子安１丁目,2022-05-06,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,斎藤分町,2022-11-25,08,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,白楽,2022-10-10,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋１丁目,2022-04-17,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋４丁目,2022-07-15,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋５丁目,2022-05-27,21,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,新子安,141020,神奈川県,横浜市神奈川区,子安通２丁目,2022-01-15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,千若町２丁目,2022-09-21,08,道路上,その他,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川１丁目,2022-11-10,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川１丁目,2022-11-27,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,高島台,2022-04-29,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,鶴屋町１丁目,2022-09-09,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,松ケ丘,2022-02-25,11,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,浦島丘,141020,神奈川県,横浜市神奈川区,立町,2022-02-03,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2022-05-31,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2022-07-27,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾１丁目,2022-03-01,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,2022-01-29,15,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2022-03-22,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2022-05-05,00,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉５丁目,2022-02-21,12,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺１丁目,2022-01-19,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2021-09-07,19,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2022-04-06,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2022-01-27,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,子安通２丁目,2022-08-17,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,新浦島町２丁目,2022-02-25,12,その他,その他,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2022-02-04,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2022-04-03,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2022-04-30,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2022-05-28,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南１丁目,2022-05-22,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南２丁目,2022-05-10,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南２丁目,2022-05-25,00,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-03-13,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-03-14,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-07-02,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-07-13,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-07-23,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-09-10,04,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-11-05,20,一戸建住宅,その他,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2022-12-13,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2022-06-14,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2022-07-11,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2022-08-16,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2022-08-27,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2022-12-20,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,平川町,2022-03-05,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,,141135,神奈川県,横浜市緑区,竹山４丁目,2022-07-18,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,別所,141011,神奈川県,横浜市鶴見区,獅子ケ谷１丁目,2022-01-19,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,北寺尾７丁目,2022-04-03,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾１丁目,2022-10-23,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾２丁目,2022-06-12,19,道路上,その他,その他
窃盗,部品ねらい,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮２丁目,2022-04-11,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場西中町,2022-01-05,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2022-07-09,11,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2022-11-18,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉３丁目,2022-06-01,10,道路上,その他,その他
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,北寺尾７丁目,2022-04-11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾４丁目,2022-12-04,14,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾６丁目,2022-05-27,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町２丁目,2019-03-02,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,生麦,141011,神奈川県,横浜市鶴見区,大黒ふ頭,2022-03-16,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,鶴見,生麦,141011,神奈川県,横浜市鶴見区,大黒ふ頭,2022-06-23,13,道路上,その他,ナンバープレート
窃盗,部品ねらい,鶴見,生麦,141011,神奈川県,横浜市鶴見区,大黒ふ頭,2022-07-21,08,道路上,その他,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,江ケ崎町,2022-12-13,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向６丁目,2022-01-22,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡１丁目,2022-01-29,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,獅子ケ谷２丁目,2022-04-19,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,,2022-10-15,19,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,不明,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2022-07-31,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2022-09-25,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2022-10-18,20,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2022-07-24,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2022-09-30,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-03-08,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-03-10,18,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-03-25,06,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-03-27,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-08-13,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2022-08-30,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,上星川２丁目,2022-05-13,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,上星川２丁目,2022-08-19,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,上星川２丁目,2022-09-25,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,上星川３丁目,2021-10-23,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向西,2022-01-14,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向西,2022-06-20,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2022-02-20,00,道路上,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2022-05-11,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2022-06-27,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2022-08-04,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2022-06-15,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2022-07-09,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2022-09-21,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,瀬戸ケ谷町,2022-03-01,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2022-09-15,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂１丁目,2022-06-28,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,境木本町,2022-09-06,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2022-03-12,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2022-03-20,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2022-03-29,15,道路上,その他,なし
窃盗,部品ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,釜台町,2022-03-09,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町３丁目,2022-08-14,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,川辺町,2022-04-05,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,天王町１丁目,2022-05-01,10,その他,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町２丁目,2022-05-02,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町２丁目,2022-09-11,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,宮田町２丁目,2022-01-07,17,道路上,その他,なし
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,鎌谷町,2021-12-30,16,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2022-05-07,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2022-09-06,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2022-01-04,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2022-04-20,17,駐車（輪）場,駐車（輪）場,カーナビ
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,岩井町,2022-10-05,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,霞台,2022-05-27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,霞台,2022-06-05,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,帷子町１丁目,2022-03-07,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,帷子町１丁目,2022-09-14,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,月見台,2022-01-28,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2022-01-05,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2022-07-22,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2022-09-28,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2022-01-06,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2022-08-23,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2022-02-07,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2022-04-08,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2022-07-11,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,岩崎町,不明,不明,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,桜ケ丘２丁目,2022-03-17,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,桜ケ丘２丁目,2022-08-03,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,花見台,2022-01-29,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2022-05-20,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2022-08-13,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2022-08-28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,東川島町,2022-07-26,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷２丁目,2022-09-11,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷４丁目,2021-12-28,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷４丁目,2022-09-12,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷４丁目,2022-11-21,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2022-11-08,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西２丁目,2022-07-25,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西２丁目,2022-07-25,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,港南中央通,2022-11-29,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸２丁目,2022-06-26,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2022-12-09,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,下永谷４丁目,2022-07-11,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,港南１丁目,2022-09-26,01,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野５丁目,2022-06-17,21,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野８丁目,2022-01-10,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2022-07-31,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
