罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,南舞岡２丁目,2019-12-21,18,一戸建住宅,その他
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-03-08,16,,その他
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-04-02,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,戸塚町,2019-05-06,06,駐車（輪）場,その他
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-03-12,00,一戸建住宅,その他
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-04-01,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-09-27,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-10-10,08,駐車（輪）場,その他
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町１丁目,2019-01-15,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町２丁目,2019-04-04,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,西川島町,2019-10-05,17,,ナンバープレート
窃盗,部品ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,善部町,2019-12-07,13,,タイヤ・ホイール
窃盗,部品ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,南希望が丘,2019-06-01,12,一戸建住宅,その他
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,さちが丘,2019-08-31,15,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本宿町,2019-01-20,20,,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-02-14,22,駐車（輪）場,その他
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-03-17,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-03-21,15,,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-08-25,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,白根,141127,神奈川県,横浜市旭区,中白根４丁目,2019-06-02,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2019-03-12,08,,その他
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2019-04-05,17,,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2019-04-23,20,その他,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2019-06-01,15,,その他
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井宿町,2019-04-23,23,,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,2019-06-29,18,,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,2019-07-21,12,,ナンバープレート
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2019-10-21,21,,その他
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2019-05-12,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-01-31,22,,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿西町,2019-07-28,14,,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿西町,2019-07-28,16,,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2019-04-20,21,,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2019-12-28,23,,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿南町,2019-11-11,04,一戸建住宅,その他
窃盗,部品ねらい,旭,若葉台,141127,神奈川県,横浜市旭区,若葉台４丁目,2019-02-12,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,笹野台,141127,神奈川県,横浜市旭区,金が谷２丁目,2019-08-24,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,笹野台,141127,神奈川県,横浜市旭区,今宿２丁目,2019-06-24,20,,ナンバープレート
窃盗,部品ねらい,旭,都岡,141127,神奈川県,横浜市旭区,下川井町,2019-06-12,19,その他,ナンバープレート
窃盗,部品ねらい,旭,都岡,141127,神奈川県,横浜市旭区,下川井町,2019-07-25,18,,ナンバープレート
窃盗,部品ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,今宿２丁目,2019-03-03,07,その他,ナンバープレート
窃盗,部品ねらい,加賀町,本町,141046,神奈川県,横浜市中区,北仲通５丁目,2019-05-07,07,駐車（輪）場,その他
窃盗,部品ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,尾上町１丁目,2019-03-28,16,,ナンバープレート
窃盗,部品ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,横浜公園,2019-11-12,08,駐車（輪）場,その他
窃盗,部品ねらい,加賀町,元町,141046,神奈川県,横浜市中区,新山下１丁目,2019-07-21,19,,ナンバープレート
窃盗,部品ねらい,加賀町,元町,141046,神奈川県,横浜市中区,新山下３丁目,2019-06-15,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加賀町,元町,141046,神奈川県,横浜市中区,新山下３丁目,2019-10-23,12,駐車（輪）場,その他
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,小港町２丁目,2019-03-14,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧元町,2019-01-26,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧元町,2019-08-25,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧原,2019-12-02,18,駐車（輪）場,その他
窃盗,部品ねらい,山手,山手駅前,141046,神奈川県,横浜市中区,大和町２丁目,2019-07-22,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,山手,港の見える丘公園前,141046,神奈川県,横浜市中区,山手町,2019-09-28,15,,ナンバープレート
窃盗,部品ねらい,山手,麦田町,141046,神奈川県,横浜市中区,上野町１丁目,2019-10-03,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,山手,麦田町,141046,神奈川県,横浜市中区,麦田町１丁目,2019-08-24,18,,ナンバープレート
窃盗,部品ねらい,山手,山元町,141046,神奈川県,横浜市中区,大平町,2019-03-17,13,その他,ナンバープレート
窃盗,部品ねらい,山手,山元町,141046,神奈川県,横浜市中区,簑沢,2019-03-01,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,かもめ町,2019-08-02,15,,ナンバープレート
窃盗,部品ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,本牧ふ頭,2019-10-14,19,,ナンバープレート
窃盗,部品ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,本牧宮原,2018-11-01,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,本牧宮原,2019-03-17,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,西町,2019-03-23,08,,ナンバープレート
窃盗,部品ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,西町,2019-10-26,16,駐車（輪）場,その他
窃盗,部品ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,滝頭３丁目,2019-09-28,14,一戸建住宅,その他
窃盗,部品ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,久木町,2019-07-26,19,,ナンバープレート
窃盗,部品ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,丸山１丁目,2019-08-14,18,その他,その他
窃盗,部品ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村１丁目,2019-11-14,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村２丁目,2019-03-27,19,,ナンバープレート
窃盗,部品ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村８丁目,2019-07-09,18,,ナンバープレート
窃盗,部品ねらい,磯子,汐見台,141071,神奈川県,横浜市磯子区,汐見台１丁目,2019-10-27,08,,ナンバープレート
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子３丁目,2019-12-18,18,その他,その他
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子５丁目,2019-11-16,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子６丁目,2019-03-28,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子台,2019-07-21,20,,ナンバープレート
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田４丁目,2019-03-20,05,駐車（輪）場,その他
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田４丁目,2019-05-31,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田７丁目,2019-11-18,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台２丁目,2019-08-09,08,,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台２丁目,2019-11-18,15,,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2019-05-18,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2019-06-11,07,,その他
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2019-08-12,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台６丁目,2019-11-30,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,杉田２丁目,2019-07-02,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,氷取沢町,2019-07-05,15,,ナンバープレート
窃盗,部品ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,金沢町,2019-04-02,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦３丁目,2019-07-22,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦東１丁目,2019-03-24,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,高舟台１丁目,2019-10-13,22,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,東朝比奈１丁目,2019-09-01,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,金沢,並木,141089,神奈川県,横浜市金沢区,幸浦１丁目,2019-03-12,05,その他,ナンバープレート
窃盗,部品ねらい,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2019-04-23,15,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷東７丁目,2019-04-03,02,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷東７丁目,2019-08-03,11,,ナンバープレート
窃盗,部品ねらい,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷西１丁目,2019-07-24,20,,ナンバープレート
窃盗,部品ねらい,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,2019-04-03,06,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,長者町３丁目,2019-06-26,09,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,三吉町,2019-05-26,16,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,山田町,2019-06-03,21,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,山田町,2019-06-24,18,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町３丁目,2019-04-26,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町２丁目,2019-09-10,08,その他,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町２丁目,2019-10-22,15,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,伊勢佐木町１丁目,2019-05-25,09,その他,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町２丁目,2019-09-25,16,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,2019-07-25,17,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,2019-08-09,23,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,2019-08-25,21,,ナンバープレート
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,黄金町２丁目,2019-06-29,14,駐車（輪）場,#N/A
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町２丁目,2019-08-18,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2019-11-29,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2019-01-29,19,,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,宮ケ谷,2019-03-07,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,戸部,浜松町,141038,神奈川県,横浜市西区,中央１丁目,2019-03-22,18,,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,藤棚町２丁目,2019-09-12,10,その他,ナンバープレート
窃盗,部品ねらい,戸部,一本松,141038,神奈川県,横浜市西区,霞ケ丘,2019-08-18,17,,ナンバープレート
窃盗,部品ねらい,戸部,一本松,141038,神奈川県,横浜市西区,境之谷,2019-08-30,17,,ナンバープレート
窃盗,部品ねらい,戸部,一本松,141038,神奈川県,横浜市西区,境之谷,2019-12-20,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,野毛山公園,141038,神奈川県,横浜市西区,東ケ丘,2019-11-04,19,,ナンバープレート
窃盗,部品ねらい,戸部,伊勢町,141038,神奈川県,横浜市西区,西戸部町２丁目,2018-12-20,11,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい４丁目,2019-01-20,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,新町,2018-12-31,15,その他,その他
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,浦島町,2019-11-10,00,,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,子安通１丁目,2019-09-24,08,,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,新町,2019-01-17,16,,ナンバープレート
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾３丁目,2019-08-09,21,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,大口通,2019-11-02,16,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,大口通,2019-11-07,19,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,2019-01-26,18,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,2019-11-06,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,2019-11-07,21,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,2019-11-07,22,,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,2019-04-02,19,その他,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,鳥越,2019-11-11,23,その他,ナンバープレート
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,平川町,2019-11-11,20,,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,斎藤分町,2019-07-09,07,４階建て以上共同住宅,その他
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋２丁目,2019-10-22,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋４丁目,2019-06-20,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2019-05-23,18,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉３丁目,2019-05-23,08,,タイヤ・ホイール
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉３丁目,2019-08-24,12,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺１丁目,2019-08-02,15,その他,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-01-03,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-02-01,18,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-04-23,20,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2019-07-08,17,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2019-10-20,17,,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺４丁目,2019-06-14,22,,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-02-14,19,,タイヤ・ホイール
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-05-20,17,,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-09-06,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-10-12,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,高島台,2019-03-24,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,高島台,2019-07-19,19,,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,台町,2019-07-14,11,,ナンバープレート
窃盗,部品ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,反町３丁目,2019-10-20,05,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,広台太田町,2019-11-11,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,栄町,2019-11-06,11,,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-03-28,18,,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-04-24,17,,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-04-27,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-08-03,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-10-03,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-02,06,,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-12-07,19,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,三枚町,2019-06-01,20,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,三枚町,2019-06-02,17,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-05-26,18,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-05-27,20,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-06-05,21,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南１丁目,2019-08-11,00,,ナンバープレート
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南４丁目,2019-04-24,21,,ナンバープレート
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,朝日町２丁目,2019-05-05,10,４階建て以上共同住宅,その他
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町２丁目,2019-04-26,18,,ナンバープレート
窃盗,部品ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,弁天町,2019-04-08,22,,タイヤ・ホイール
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,栄町通３丁目,2019-07-08,01,４階建て以上共同住宅,なし
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町２丁目,2019-04-19,06,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,江ケ崎町,2018-01-05,22,一戸建住宅,その他
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,江ケ崎町,2019-06-29,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,江ケ崎町,2019-08-01,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山１丁目,2019-11-03,20,,ナンバープレート
窃盗,部品ねらい,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,上末吉４丁目,2018-12-28,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉３丁目,2019-09-28,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉４丁目,2019-11-16,15,,ナンバープレート
窃盗,部品ねらい,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉５丁目,2019-07-23,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,別所,141011,神奈川県,横浜市鶴見区,獅子ケ谷１丁目,2019-12-21,02,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,三角,141011,神奈川県,横浜市鶴見区,諏訪坂,2019-04-26,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,鶴見,三角,141011,神奈川県,横浜市鶴見区,佃野町,2019-05-06,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,馬場４丁目,2019-07-26,20,,ナンバープレート
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,北寺尾３丁目,2019-05-24,17,一戸建住宅,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡１丁目,2019-10-09,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡３丁目,2019-05-11,18,,ナンバープレート
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡３丁目,2019-09-02,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡４丁目,2019-01-09,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡４丁目,2019-05-13,21,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,西久保町,2019-03-26,17,,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2019-03-28,18,,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2019-08-04,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2019-08-12,07,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2019-09-18,14,,ナンバープレート
