罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉１丁目,2020-08-13,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉１丁目,2020-09-24,13,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉１丁目,2020-09-29,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2020-04-28,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,岩崎町,2020-01-14,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,岩崎町,2020-07-16,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,桜ケ丘１丁目,2020-09-23,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,桜ケ丘２丁目,2020-04-12,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,初音ケ丘,2020-06-11,17,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,初音ケ丘,2020-06-11,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2020-04-30,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2020-04-30,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2020-04-30,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2020-07-18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2020-04-30,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2020-06-29,10,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2020-04-19,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2020-10-14,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2020-11-14,14,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,境木町,2020-09-28,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2020-04-09,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2020-04-09,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2020-09-26,12,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,法泉２丁目,2020-04-30,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,法泉２丁目,2020-09-29,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2020-04-23,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2020-02-27,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸２丁目,2020-05-29,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡西２丁目,2020-11-27,15,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡東２丁目,2020-07-31,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡東２丁目,2020-08-13,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下２丁目,2020-07-11,15,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下２丁目,2020-09-12,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下２丁目,2020-09-12,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下５丁目,2020-07-12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下６丁目,2020-07-12,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下６丁目,2020-08-23,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野２丁目,2020-04-23,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野４丁目,2020-06-03,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野７丁目,2020-06-13,21,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野７丁目,2020-06-14,03,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野９丁目,2020-06-13,19,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2020-06-03,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央３丁目,2020-05-09,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷２丁目,2020-03-24,10,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷３丁目,2020-01-30,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷４丁目,2020-07-21,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,東芹が谷,2020-11-11,04,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷２丁目,2020-08-12,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,芹が谷５丁目,2020-06-13,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷３丁目,2020-07-21,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台９丁目,2020-10-15,08,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南３丁目,2020-11-04,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷３丁目,2020-10-15,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2020-06-22,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台１丁目,2020-01-23,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台１丁目,2020-05-26,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台１丁目,2020-05-26,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台６丁目,2020-11-23,06,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台６丁目,2020-11-28,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2020-08-29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田２丁目,2020-02-24,08,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2020-09-18,07,道路上,その他,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山１丁目,2020-05-02,17,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山４丁目,2019-12-31,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居３丁目,2020-06-04,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山２丁目,2020-06-04,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘５丁目,2020-02-06,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘５丁目,2020-03-02,16,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘５丁目,2020-03-04,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山１丁目,2020-12-14,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山１丁目,2020-12-15,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山５丁目,2020-11-08,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,青砥町,2020-02-08,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,青砥町,2020-03-28,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名４丁目,2020-11-20,13,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名６丁目,2020-10-15,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,大曽根３丁目,2020-10-17,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2020-04-18,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2020-06-17,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2020-06-24,07,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2020-08-10,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,鳥山町,2020-05-21,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,菊名池,141097,神奈川県,横浜市港北区,篠原東３丁目,2020-07-20,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,菊名池,141097,神奈川県,横浜市港北区,篠原東３丁目,2020-07-21,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,菊名池,141097,神奈川県,横浜市港北区,富士塚１丁目,2020-06-12,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,岸根町,2020-04-14,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜１丁目,2020-10-26,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,2020-10-10,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,2020-10-15,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,2020-10-15,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,2020-10-23,08,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田西２丁目,2020-04-16,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田西４丁目,2020-06-22,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田西４丁目,2020-10-17,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2020-09-15,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2020-09-16,15,その他,その他,施錠した,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2020-09-17,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2020-10-16,09,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田東７丁目,2020-06-16,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田東８丁目,2020-08-05,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島東１丁目,2020-04-16,08,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,相沢３丁目,2020-10-08,07,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2020-08-23,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,北町,2020-12-23,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,瀬谷,竹村町,141143,神奈川県,横浜市瀬谷区,竹村町,2020-03-14,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,下瀬谷３丁目,2020-04-11,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,北新,2020-05-08,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷２丁目,2020-01-02,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷４丁目,2020-01-17,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,笠間,141151,神奈川県,横浜市栄区,笠間３丁目,2020-11-06,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,栄,笠間,141151,神奈川県,横浜市栄区,笠間３丁目,2020-12-25,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,上郷町,2020-10-17,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,中野町,2020-08-24,01,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,元大橋１丁目,2020-08-23,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,鍛冶ケ谷１丁目,2020-08-22,19,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2020-04-28,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2020-10-17,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2020-11-22,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,長沼町,2020-04-28,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,本郷台４丁目,2020-06-13,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,しらとり台,2020-12-15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田町,2020-11-22,14,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田西２丁目,2020-11-08,22,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘２丁目,2020-11-08,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,たちばな台２丁目,2020-01-24,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,市が尾駅前,141178,神奈川県,横浜市青葉区,市ケ尾町,2020-12-15,19,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,田奈駅前,141178,神奈川県,横浜市青葉区,あかね台２丁目,2020-12-14,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,こどもの国駅前,141178,神奈川県,横浜市青葉区,奈良２丁目,2019-12-27,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,池辺町,141186,神奈川県,横浜市都筑区,池辺町,2016-12-25,16,その他,その他,施錠した,なし
窃盗,車上ねらい,都筑,荏田東,141186,神奈川県,横浜市都筑区,茅ケ崎南５丁目,2020-04-14,10,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,中川駅前,141186,神奈川県,横浜市都筑区,牛久保３丁目,2020-08-28,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,中川駅前,141186,神奈川県,横浜市都筑区,牛久保西４丁目,2020-04-27,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,折本町,141186,神奈川県,横浜市都筑区,川向町,2020-08-21,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,折本町,141186,神奈川県,横浜市都筑区,川向町,2020-10-02,07,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,見花山,2020-08-14,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,勝田南１丁目,2020-09-20,04,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,桜並木,2020-08-30,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,茅ケ崎南２丁目,2020-08-31,07,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,茅ケ崎南３丁目,2020-08-16,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,仲町台２丁目,2020-08-28,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,仲町台４丁目,2020-10-19,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,平台,2020-08-28,20,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,茅ケ崎東５丁目,2020-05-22,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,中川中央２丁目,2020-12-18,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,北山田１丁目,2020-11-20,19,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,早渕３丁目,2020-12-05,20,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,麻生,王禅寺,141372,神奈川県,川崎市麻生区,東百合丘２丁目,2020-05-25,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,麻生,柿生,141372,神奈川県,川崎市麻生区,王禅寺西８丁目,2020-08-19,12,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,麻生,岡上,141372,神奈川県,川崎市麻生区,岡上,2020-09-30,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,麻生,東柿生,141372,神奈川県,川崎市麻生区,下麻生３丁目,2020-01-30,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎,京町通,141313,神奈川県,川崎市川崎区,池田２丁目,2020-06-03,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田２丁目,2020-05-16,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎,大島町,141313,神奈川県,川崎市川崎区,追分町,2020-07-25,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎,藤崎,141313,神奈川県,川崎市川崎区,藤崎１丁目,2019-12-31,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎,藤崎,141313,神奈川県,川崎市川崎区,藤崎１丁目,2020-08-20,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎,中島町,141313,神奈川県,川崎市川崎区,伊勢町,2020-08-16,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2020-09-16,16,道路上,その他,施錠した,あり
窃盗,車上ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,本町２丁目,2020-05-05,12,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,新川通,2020-05-16,06,道路上,その他,施錠した,あり
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,東田町,2020-10-30,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,川崎臨港,,141313,神奈川県,川崎市川崎区,川中島２丁目,2019-09-07,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通２丁目,2020-01-18,02,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,江川１丁目,2020-02-21,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,大師河原２丁目,2020-05-17,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,四谷上町,2020-11-27,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,中原,宮内,141330,神奈川県,川崎市中原区,宮内２丁目,2020-04-16,20,その他,駐車（輪）場,施錠した,なし
