罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,横須賀,武山,142018,神奈川県,横須賀市,長坂３丁目,2018-10-09,13,その他,あり
窃盗,自動販売機ねらい,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町３丁目,2018-01-18,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,横須賀,森崎町,142018,神奈川県,横須賀市,森崎１丁目,2017-12-30,09,その他,あり
窃盗,自動販売機ねらい,横須賀,武,142018,神奈川県,横須賀市,武３丁目,2018-11-08,09,その他,なし
窃盗,自動販売機ねらい,横須賀,芦名,142018,神奈川県,横須賀市,芦名１丁目,2018-01-17,11,道路上,あり
窃盗,自動販売機ねらい,田浦,浦郷町,142018,神奈川県,横須賀市,浦郷町１丁目,2018-06-24,19,その他,なし
窃盗,自動販売機ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,池田町３丁目,2018-01-18,12,その他,あり
窃盗,自動販売機ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,下土棚,2018-04-21,22,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,桐原町,2018-11-30,20,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台２丁目,2018-11-28,15,道路上,あり
窃盗,自動販売機ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,打戻,2018-11-30,19,その他,なし
窃盗,自動販売機ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,菖蒲沢,2018-11-30,23,その他,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川５丁目,2018-03-18,08,その他,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-11-22,12,その他,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-11-23,19,その他,なし
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-12-10,13,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,今田,2017-12-28,09,道路上,あり
窃盗,自動販売機ねらい,藤沢,本鵠沼,142051,神奈川県,藤沢市,本鵠沼４丁目,2018-11-26,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢,片瀬江の島,142051,神奈川県,藤沢市,片瀬海岸３丁目,2018-12-09,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢,江の島,142051,神奈川県,藤沢市,江の島２丁目,2018-12-08,06,その他,あり
窃盗,自動販売機ねらい,藤沢,辻堂団地,142051,神奈川県,藤沢市,辻堂西海岸２丁目,2018-11-23,11,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,下町屋３丁目,2018-03-11,13,その他,なし
窃盗,自動販売機ねらい,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,南湖１丁目,2018-07-13,21,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,萩園,2018-12-09,19,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,小和田,142077,神奈川県,茅ヶ崎市,代官町,2018-02-02,19,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,宮山,143219,神奈川県,寒川町,宮山,2018-03-05,11,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮５丁目,2018-03-05,18,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,田端,2018-04-20,09,その他,あり
窃盗,自動販売機ねらい,平塚,豊田,142034,神奈川県,平塚市,南豊田,2018-12-13,12,その他,あり
窃盗,自動販売機ねらい,平塚,城島,142034,神奈川県,平塚市,大島,2018-04-23,10,その他,あり
窃盗,自動販売機ねらい,小田原,宮ノ下,143821,神奈川県,箱根町,強羅,2018-02-04,12,その他,あり
窃盗,自動販売機ねらい,小田原,湯河原,143847,神奈川県,湯河原町,門川,2018-06-15,15,道路上,あり
窃盗,自動販売機ねらい,小田原,箱根,143821,神奈川県,箱根町,元箱根,2018-08-14,12,その他,なし
窃盗,自動販売機ねらい,松田,岸,143642,神奈川県,山北町,岸,2018-09-05,10,その他,あり
窃盗,自動販売機ねらい,秦野,堀西,142115,神奈川県,秦野市,堀山下,2018-03-13,22,その他,あり
窃盗,自動販売機ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-03-24,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,上粕屋,2018-11-17,15,その他,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,西富岡,2018-05-30,22,その他,あり
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,寿町２丁目,2018-03-01,01,その他,なし
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,水引１丁目,2018-08-31,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,林４丁目,2018-02-28,13,その他,なし
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田,2018-06-01,20,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田３丁目,2018-04-23,19,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田３丁目,2018-07-02,12,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,酒井,2018-04-27,18,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,酒井,2018-07-21,20,その他,あり
窃盗,自動販売機ねらい,厚木,依知,142123,神奈川県,厚木市,下依知,2018-07-31,14,その他,あり
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2018-10-01,16,その他,なし
窃盗,自動販売機ねらい,厚木,三田,142123,神奈川県,厚木市,下川入,2018-01-03,13,その他,なし
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-12-10,14,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2018-04-23,09,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2018-05-22,09,その他,なし
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2018-12-03,13,その他,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-06-28,11,その他,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-07-04,06,その他,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-07-04,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-07-06,10,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺５丁目,2018-07-03,15,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原５丁目,2018-03-01,21,その他,あり
窃盗,自動販売機ねらい,相模原,相生,141526,神奈川県,相模原市中央区,相生４丁目,2018-02-24,23,その他,あり
窃盗,自動販売機ねらい,相模原,相生,141526,神奈川県,相模原市中央区,相生４丁目,2018-02-28,23,その他,なし
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,田名,2018-09-26,13,道路上,あり
窃盗,自動販売機ねらい,津久井,牧野,141518,神奈川県,相模原市緑区,牧野,2018-02-28,12,その他,あり
窃盗,自動販売機ねらい,相模原南,古淵駅前,141534,神奈川県,相模原市南区,大野台３丁目,2018-02-27,10,その他,あり
窃盗,自動販売機ねらい,相模原南,大野,141534,神奈川県,相模原市南区,古淵３丁目,2018-02-23,07,その他,あり
窃盗,自動販売機ねらい,相模原南,南大野,141534,神奈川県,相模原市南区,相模台２丁目,2018-04-13,14,その他,あり
窃盗,自動販売機ねらい,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野７丁目,2018-11-07,09,その他,あり
窃盗,自動販売機ねらい,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野８丁目,2018-04-06,18,その他,あり
窃盗,自動販売機ねらい,相模原南,東林間,141534,神奈川県,相模原市南区,上鶴間６丁目,2018-12-21,21,その他,あり
窃盗,自動販売機ねらい,相模原南,東林間,141534,神奈川県,相模原市南区,東林間５丁目,2018-08-22,10,その他,あり
窃盗,自動販売機ねらい,相模原南,相南,141534,神奈川県,相模原市南区,東林間２丁目,2018-12-21,23,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台,2018-04-15,20,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台,2018-04-16,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,座間,座間駅前,142166,神奈川県,座間市,入谷４丁目,2018-11-03,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分南１丁目,2018-11-03,19,駐車（輪）場,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,上郷２丁目,2018-11-03,17,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,河原口１丁目,2018-04-26,11,道路上,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,中新田,2018-12-15,20,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,大山町,2018-11-14,16,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本２丁目,2018-02-06,10,その他,あり
